Date,MSFT.O,AAPL.O,V.N,MA.N,INTC.O,CSCO.O,JNJ.N,UNH.N,MRK.N,PFE.N,ABT.N,MDT.N,JPM.N,BAC.N,WFC.N,C.N,USB.N,GOOGL.O,T.N,DIS.N,VZ.N,CMCSA.O,AMZN.O,HD.N,MCD.N,NKE.N,SBUX.O,LOW.N
2014/8/4,43.37,95.59,212.16,75.68,34.05,25.165,100.16,82.27,57.06,28.75,42.39,62.47,56.65,15.05,50.99,48.34,41.64,582.27,35.46,87.24,50.21,53.85,313.65,80.03,94.31,77.16,77.53,47.91
2014/8/5,43.08,95.12,210.54,75.2,32.82,24.97,99.82,80.99,56.03,28.41,41.78,61.99,56.06,15,50.4,47.89,41.17,573.14,35.11,86.75,49.66,53.18,312.32,80.03,93.43,76.92,76.79,47.64
2014/8/6,42.74,94.96,210.69,75.36,32.845,24.93,100.71,81.5,55.93,28.28,41.77,61.3,56.23,15.2,50.06,48.14,41.08,574.49,34.62,86.59,49.13,52.9,313.89,80.52,93.47,77.14,77.13,48.1
2014/8/7,43.23,94.48,209.04,74.06,32.68,24.86,99.93,79.26,55.64,28.04,41.53,61,55.91,15.12,49.7,48.06,40.68,571.81,34.21,85.51,48.65,52.68,311.45,80.47,93.31,76.35,76.71,47.92
2014/8/8,43.2,94.74,210.46,75.17,32.6,25.03,101.08,80.12,56.55,28.34,41.69,62.15,56.34,15.2,50,48.45,41.18,577.94,34.47,86.85,48.7,53.5,316.8,82.43,93.55,77.06,77.62,49.72
2014/8/11,43.2,95.99,210.58,75.63,33.02,25.23,101.16,79.87,56.66,28.25,42.05,62.07,56.32,15.22,49.89,48.39,40.96,577.25,34.47,87.5,48.67,53.75,318.33,82.88,93.53,77.06,77.87,49.86
2014/8/12,43.52,95.97,210.3,75.63,33.13,25.15,100.63,80.22,57.03,28.08,41.57,62.21,56.35,15.21,49.78,48.44,41.16,572.12,34.64,87.21,48.84,53.8,319.32,82.92,93.56,76.73,77.82,49.83
2014/8/13,44.08,97.24,211.43,76.3,34.1,25.2,101.74,81.51,57.85,28.21,42.16,63.47,56.72,15.25,49.99,48.75,41.36,584.56,34.69,87.6,48.92,54.11,326.28,83.12,93.96,77.25,77.24,49.85
2014/8/14,44.27,97.5,212.52,76.05,33.94,24.54,102.02,81.82,58.78,28.73,42.33,63.73,56.98,15.32,50.38,49.13,41.6,584.65,34.91,88.61,49,54.37,333.21,83.86,93.66,77.3,76.62,50.41
2014/8/15,44.79,97.98,210.19,75.21,34.17,24.43,101.17,81.47,58.61,28.64,42.06,63.25,56.75,15.22,50.21,48.72,41.27,583.71,34.74,89.28,48.8,54.63,333.63,83.69,93.79,77.13,76.91,50
2014/8/18,45.11,99.16,214.32,76.77,34.41,24.63,102.7,82.34,58.42,28.84,42.23,63.47,57.23,15.45,50.69,49.51,41.72,592.7,34.65,89.97,48.78,54.73,334.53,83.59,94.25,78.55,77.59,50.45
2014/8/19,45.33,100.53,215,76.4,34.34,24.64,102.96,83.47,58.91,28.94,42.54,64.01,57.56,15.45,50.86,49.7,41.84,597.11,34.48,90.09,48.7,54.5,335.13,88.23,94.45,78.51,78.12,51.52
2014/8/20,44.95,100.57,216.2,76.39,34.5,24.71,103.21,83.43,59.48,28.89,42.14,64.15,57.64,15.52,50.85,49.8,41.71,595.41,34.53,89.84,48.82,54.64,335.78,90.75,94.19,78.91,78.03,52.33
2014/8/21,45.22,100.58,215.75,76.99,35.15,24.89,104.19,83.77,58.85,28.82,42.32,64.1,58.5,16.16,51.29,51.07,42.19,592.42,34.64,90.38,48.87,54.44,332.91,91.15,94.53,78.94,77.47,52.67
2014/8/22,45.15,101.32,216.09,76.48,34.94,24.65,103.1,83.78,59.17,28.92,42.11,63.59,58.49,16.13,51.18,50.93,42.03,592.54,34.5,90.49,48.64,54.18,331.59,91.03,94.45,79.29,77.28,52.53
2014/8/25,45.17,101.54,216.02,76.43,34.81,24.7,103.23,84.24,59.73,28.91,42.49,63.63,59.34,16.29,51.45,51.63,42.25,590.57,34.51,90.38,49.15,54.65,334.02,91.2,94.44,80.01,77.97,52.7
2014/8/26,45.005,100.889,216.73,77,34.8,24.81,103.44,85.12,60.2,29.21,42.8,63.52,59.74,16.33,51.56,52.13,42.41,588.12,34.5,90.02,49.25,54.56,341.83,91.63,94.11,79.48,77.79,52.58
2014/8/27,44.87,102.13,217.13,76.64,34.79,24.8,103.22,86.38,60.28,29.49,42.6,63.36,59.59,16.2,51.34,51.86,42.2,583,34.75,90.37,49.43,54.56,343.18,91.87,94.65,79.72,77.92,52.52
2014/8/28,44.88,102.25,214.6,76.16,34.65,24.85,102.95,86.34,60,29.38,42.35,63.12,59.16,16.01,51.15,51.39,42.06,580.32,34.74,90.23,49.41,54.52,340.02,92.51,94.14,78.82,77.81,52.54
2014/8/29,45.43,102.5,212.52,75.81,34.92,24.99,103.73,86.68,60.11,29.39,42.24,63.85,59.45,16.09,51.44,51.65,42.28,582.36,34.96,89.88,49.82,54.72,339.04,93.5,93.72,78.55,77.81,52.51
2014/9/2,45.09,103.3,214.73,75.58,34.57,24.88,103.36,86.39,59.79,29.26,42.23,63.91,59.67,16.27,51.57,51.96,42.27,588.63,34.84,90.8,49.77,54.78,342.38,91.15,92.8,79.28,77.48,52.61
2014/9/3,44.96,98.94,214.9,75.94,34.57,25.04,103.76,86.79,60.48,29.4,42.76,64.31,59.7,16.1,51.55,52.23,42.12,589.52,34.97,90.94,49.88,54.87,339,89,93.14,78.82,76.79,52.91
2014/9/4,45.26,98.12,214.26,76.38,34.905,24.91,103.84,87.06,60.08,29.37,42.9,64.01,59.71,16.11,51.57,52.47,42.24,593.14,34.94,90.14,49.72,54.88,345.95,89.93,93.01,79.92,77.16,53.61
2014/9/5,45.91,98.97,214.21,76.86,35,25,104.42,87.75,61.18,29.65,42.95,64.31,59.91,16.02,51.65,52.3,42.13,597.78,35.15,90.94,49.94,55.7,346.38,91.61,93.07,82.04,77.95,54.11
2014/9/8,46.47,98.36,215.77,76.23,35.33,24.95,104.05,87.91,61.05,29.4,42.81,64.77,59.89,16.35,51.47,52.05,42.03,601.63,35.01,90.56,49.53,55.88,342.34,90.82,92.5,82.4,77.67,53.54
2014/9/9,46.76,97.99,214.28,76.07,34.91,24.86,103.8,88.56,60.56,29.23,42.83,65.54,59.06,16.14,51.07,51.26,41.6,591.97,34.66,89.6,48.9,56.61,329.75,88.93,91.09,81.84,77.12,53.03
2014/9/10,46.84,101,216.88,76.65,35.02,24.93,104.99,87.25,60.76,29.44,42.9,65.97,59.22,16.36,51.52,51.83,41.84,593.42,34.7,89.52,48.75,56.91,331.33,89.25,93,82.47,77.21,53.39
2014/9/11,47,101.43,214.95,75.62,35.02,25.18,104.55,87.08,60.1,29.63,42.56,65.74,59.76,16.57,51.59,52.23,42.1,591.11,34.85,89.97,49.01,56.98,330.52,89.22,92.96,81.82,76.12,53.08
2014/9/12,46.695,101.66,214.04,75.47,34.62,25.16,104.58,86.18,59.55,29.43,42.55,65.19,60.03,16.79,51.7,52.38,42.2,584.9,34.5,89.67,48.4,57.08,331.19,88.84,93.34,81.84,75.47,52.97
2014/9/15,46.24,101.63,214.64,75.24,34.54,25.06,104.72,86.03,59.52,29.92,42.72,64.95,59.94,16.74,51.94,52.31,42.37,581.64,34.69,90.08,48.56,57.02,323.89,89.38,93.47,81.61,74.92,53.13
2014/9/16,46.76,100.86,217.3,76.59,34.93,25.22,105.88,87.16,59.99,30.05,42.9,66.19,59.99,16.71,52.31,52.36,42.37,588.78,34.95,90.27,48.96,57.23,327.76,90.27,93.75,81.2,75.09,53.7
2014/9/17,46.52,101.58,215.53,76.22,34.98,25.205,106.19,86.99,59.88,30.35,43.38,65.98,60.31,16.77,52.51,52.39,42.69,593.29,35.02,90.33,49.21,57.09,324,91.22,93.53,81.51,75.34,53.86
2014/9/18,46.68,101.79,216.44,77.8,35.17,25.22,107.35,87.63,60.31,30.58,43.69,66.53,61.32,17.04,53.24,53.66,43.03,597.27,35.16,90.34,49.69,56.85,325,92.09,93.48,81.97,75.73,54.15
2014/9/19,47.52,100.96,216.25,77.28,34.82,25.2,107.99,87.8,60.49,30.4,43.59,66.22,61.11,16.95,53.36,53.48,43.23,605.4,35.47,90.49,50.35,56.74,331.32,92.34,94.36,81.81,76.07,54.09
2014/9/22,47.06,101.06,213.88,76.16,34.71,24.97,107.88,87.77,60.58,30.18,43.4,65.98,60.91,17.03,52.9,53.04,43.02,597.27,35.5,89.29,50.18,55.86,324.5,91.89,93.93,80.71,74.6,53.46
2014/9/23,46.56,102.64,212.46,75.51,34.42,24.7,107.46,86.59,60.28,30.05,42.5,64.08,60.94,17.05,52.1,52.84,42.59,591.18,35.26,88.31,49.91,54.97,323.63,91.49,93.51,80.12,73.955,53.12
2014/9/24,47.08,101.75,214.41,77.05,34.75,24.98,108.64,88.21,60.36,30.31,42.63,63.77,61.63,17.18,52.13,53.26,42.57,598.42,35.4,89.45,50.07,54.86,328.21,93.02,95,80.84,75.32,53.63
2014/9/25,46.04,97.87,210.71,74.72,34.14,24.54,107.1,86.18,59.64,29.98,42,62.75,60.15,16.85,51.41,51.96,41.87,585.25,35.08,88.07,49.61,53.94,321.93,91.9,94.16,79.75,74.12,53.07
2014/9/26,46.41,100.75,211.94,75.06,34.26,25,107.1,86.6,59.39,29.72,42.01,63.34,60.56,17.03,51.87,52.49,41.87,587.9,35.28,88.74,49.77,54.24,323.21,92.84,94.7,89.5,75.17,53.18
2014/9/29,46.44,100.11,210.93,74.52,34.9,25.12,106.54,86.51,59.41,29.77,41.9,62.54,60.33,17.01,51.69,52.05,41.73,587.81,35.23,88.83,49.75,54.16,321.82,92.88,96.22,89.12,75.27,53.35
2014/9/30,46.36,100.75,213.37,73.92,34.82,25.17,106.59,86.25,59.28,29.57,41.59,61.95,60.24,17.05,51.87,51.82,41.83,588.41,35.24,89.03,49.99,53.78,322.44,91.74,94.81,89.2,75.46,52.92
2014/10/1,45.9,99.18,210.01,73.32,33.99,25.03,104.3,84.88,58.71,29.15,41.18,62.47,59.77,16.82,51.26,51.1,41.26,579.63,34.96,87.49,49.43,52.93,317.46,91.02,94.19,87.7,74.61,52.6
2014/10/2,45.76,99.9,209.72,73.42,33.52,25.06,103.85,84.9,58.85,29.06,41.21,62.8,58.84,16.88,51.4,51.25,41.29,580.88,34.97,86.79,49.29,52.84,318.41,92.24,94.12,89.3,74.45,53.03
2014/10/3,46.09,99.62,211.99,74.33,34.03,25.31,105.13,86.02,59.9,29.22,41.79,65.02,60.3,17.29,52.1,52.32,41.67,586.25,35.36,88.45,49.71,53.65,322.74,93.54,94.86,90.29,75.89,53.59
2014/10/6,46.09,99.62,211.79,74.51,34.11,25.01,104.86,85.09,59.58,29.17,42.36,64.9,60.18,17.29,52.03,52.28,41.54,587.78,35.49,88.56,50.08,53.39,322.2,93.26,93.84,89.22,75.145,53.6
2014/10/7,45.53,98.75,208.05,72.94,33.47,24.635,102.39,84.19,58.46,28.79,41.46,63.94,59.27,16.88,51.08,51.27,40.6,574.1,35.33,87.11,49.68,53.22,316.98,92.47,92.81,88.07,74.05,53.18
2014/10/8,46.78,100.8,212.36,74.06,34.27,24.66,104.91,86.62,60.18,29.38,42.14,65.73,60.4,17.12,52.15,52.54,41.3,583.74,35.15,88.11,49.87,54.77,322.7,94.09,93.83,88.83,75.26,54.34
2014/10/9,45.85,101.02,207.71,71.83,33.62,24.19,102.08,84.94,59.21,28.99,41.63,63.65,59.08,16.59,51.12,51.14,40.58,570.81,34.66,85.71,48.93,53.32,315.37,93.07,92.72,87.23,74.48,53.91
2014/10/10,44.03,100.73,204.98,70.5,31.91,23.34,101.23,85.39,58.66,29.13,41.54,64.11,58.52,16.48,50.64,50.11,40.07,555.19,34.25,86.27,48.94,52.62,311.39,92.55,92.3,87.19,74.46,53.7
2014/10/13,43.65,99.81,204.28,69.78,31.47,22.93,99.12,83.95,56.14,28.47,40.92,63.06,58.16,16.4,50.2,49.9,39.86,544.75,33.82,83.91,48.37,51.64,306.45,90.6,90.73,85.39,72.19,52.47
2014/10/14,43.73,98.75,202.72,71,32.14,23.055,97.01,82.82,56.33,28.46,41.06,63.51,57.99,16.52,48.83,51.47,39.97,548.69,33.84,84.14,48.22,51.47,308.31,90.1,91.1,85.09,72.74,52.01
2014/10/15,43.22,97.54,200.25,71.3,31.275,22.96,98.21,82.16,54.73,28.19,40.01,62.25,55.53,15.76,47.85,49.68,38.94,540.73,33.87,82.08,47.92,50.85,305.97,87.85,90.44,85.18,72.38,51.21
2014/10/16,42.74,96.26,203,70.86,30.85,22.82,96.78,85.39,53.43,27.7,39.99,61.81,55.08,16.08,48.13,49.75,39.1,536.92,33.64,81.74,47.67,49.59,302.86,88.88,89.91,87.04,72.64,51.41
2014/10/17,43.63,97.67,206,71.56,31.38,23.25,98.7,88.18,54.02,27.83,40.86,61.99,56.2,16.21,48.69,50.07,39.4,522.97,34.08,83.83,48.07,50.68,303.64,90.24,91.04,87.18,73.54,52.51
2014/10/20,44.08,99.76,207.85,72.04,31.58,22.93,99.2,88.54,54.05,27.93,41.46,63.84,56.63,16.26,49.18,50.53,39.38,532.38,34.28,85.52,48.48,51.3,306.21,91.85,91.59,88.9,74.7,53.49
2014/10/21,44.88,102.47,213.31,74.16,32.61,23.51,100.36,90.95,55.13,28.28,42.39,64.98,57.93,16.6,50.45,51.27,40.27,538.03,34.62,87.54,48.69,52.19,315.33,94.2,91.01,90.64,74.36,54.59
2014/10/22,44.38,102.99,210.92,73.22,32.27,23.26,101.22,89.77,55.51,28.3,41.59,64.66,57.45,16.4,50.17,50.7,39.89,542.69,34.5,87.1,48.31,51.49,312.97,93.34,90.94,89.86,74.6,53.94
2014/10/23,45.02,104.83,214.28,74.09,32.69,23.565,102.63,90.66,56.63,28.6,42.43,65.61,58.06,16.6,50.6,51.41,40.41,553.65,33.66,87.99,48.22,53.22,313.18,94.8,91.02,90.37,74.84,54.96
2014/10/24,46.13,105.22,213.48,74,33.18,23.78,103.13,91.64,57.61,29.11,42.46,66.56,58.74,16.72,51.2,51.8,40.91,548.9,33.87,88.61,48.77,54.26,287.06,94.99,91.67,90.9,75.81,55.33
2014/10/27,45.91,105.11,213.41,74.11,33.2,23.76,104.07,92.13,56.45,29.03,42.24,66.26,58.64,16.59,51.31,51.59,40.96,549.88,34.11,88.45,49.42,54.05,289.97,95.47,92.01,91.64,75.97,55.47
2014/10/28,46.49,106.74,216.71,76,33.74,24.065,104.79,92.64,55.85,29.09,42.5,66.51,59.63,16.8,51.78,52.44,41.54,558.94,34.33,89.93,49.96,54.73,295.59,96.59,92.6,92.45,77.05,56.06
2014/10/29,46.62,107.34,214.66,75.99,33.92,24.1,105.56,92.96,56.2,29.49,42.74,67.04,59.29,16.99,52.17,52.65,41.84,558.45,34.4,89.53,49.83,54.9,294.12,96.42,92.73,91.95,76.54,55.81
2014/10/30,46.05,106.98,236.65,83.13,32.58,24.08,107.04,93.88,57.31,29.84,43.49,67.43,59.39,17.03,52.46,53.15,42.14,560.27,34.51,90.22,49.9,54.35,299.07,97.52,93.38,93,77.32,56.27
2014/10/31,46.95,108,241.43,83.75,34.01,24.47,107.78,95.01,57.94,29.95,43.59,68.16,60.48,17.16,53.09,53.53,42.6,567.87,34.84,91.38,50.25,55.35,305.46,97.52,93.73,92.97,75.56,57.2
2014/11/3,47.44,109.4,241.54,84.13,34.31,24.58,107.46,94.86,58.92,30.19,43.29,68.15,60.88,17.27,53.37,53.47,42.92,563.77,34.84,91.71,50.39,55.6,305.72,96.09,93.61,93.45,76.1,57.45
2014/11/4,47.57,108.6,242.97,83.99,34.54,24.88,108.62,94.98,59.37,30.28,43.61,67.93,60.25,17.21,53.27,53.19,43.16,564.19,34.79,90.35,50.33,54.63,302.81,95.96,94.47,93.95,76.71,57.26
2014/11/5,47.86,108.86,249.53,85.99,33.76,25.15,108.82,95.8,59.57,30.04,43.66,68.7,61.15,17.34,53.53,54.02,43.52,555.95,34.92,91,50.34,55.09,296.52,95.78,94.64,94.68,76.66,56.94
2014/11/6,48.7,108.7,250.09,85.75,33.82,25.26,109.01,96.21,59.26,30.04,43.69,68.74,61.23,17.36,54.06,53.99,43.92,551.69,34.72,92,50.28,55.38,296.64,97.29,94.66,94.6,77.45,57.57
2014/11/7,48.68,109.01,252.43,84.8,33.58,25.33,108.2,93.61,59.34,29.92,43.37,68.1,61.47,17.36,53.84,53.75,43.81,551.82,34.91,90,50.86,55.15,299.86,97.65,95.1,93.78,77.79,57.69
2014/11/10,48.89,108.83,250.21,84.85,33.26,25.15,108.82,94.75,58.81,30.2,44.09,68.71,61.93,17.37,53.83,53.89,43.93,558.23,35.12,89.78,50.72,52.95,305.11,98.16,95.11,94.96,77.65,57.83
2014/11/11,48.87,109.7,249.73,84.59,33.31,25.15,108.91,95.69,59.37,30.32,44.25,68.99,61.37,17.32,53.58,53.81,44.03,561.29,35.1,89.98,50.61,52.96,312.01,98.14,95.14,94.88,77.73,58
2014/11/12,48.78,111.25,251.95,84.35,33.38,25.11,108.75,95.68,59.31,30.42,44.23,68.5,60.56,17.29,53.54,53.42,43.94,558.25,35.4,89.9,50.82,53.6,311.51,98.49,95.33,95.81,77.85,58.22
2014/11/13,49.61,112.82,250.92,84.2,33.68,25.68,109.07,95.9,59.54,30.42,44.59,69.38,60.23,17.22,53.39,53.44,43.93,556.44,35.61,90.49,51.2,54.3,316.48,99,95.48,96.12,77.89,58.61
2014/11/14,49.58,114.18,248.84,84.05,33.95,26.32,108.16,95.11,59.07,30.34,43.81,68.95,60.28,17.14,53.35,53.38,43.73,555.19,35.9,90.8,51.5,54.1,327.82,98.24,96.21,95.5,78.12,58.58
2014/11/17,49.46,113.99,249.8,83.2,34.24,26.465,108.3,96.47,59.46,30.32,43.71,69.19,60.38,17.09,53.44,53.57,43.8,546.64,35.85,90.41,51.4,54.145,323.05,98.03,95.97,96.06,77.83,58.89
2014/11/18,48.74,115.47,249.73,83.9,34.71,26.595,108.83,98.19,59.89,30.59,43.7,72.47,60.53,17.14,53.27,53.81,43.99,544.51,35.72,90.28,51.22,54.42,324.93,95.98,96.41,96.47,77.57,58.53
2014/11/19,48.22,114.67,249.86,84.28,34.35,26.59,108.76,96.86,59.64,30.44,43.43,71.76,60.6,17.06,53.36,53.66,43.89,547.2,35.37,89.82,50.49,54.38,326.54,96.7,96.56,96.95,77.82,62.26
2014/11/20,48.7,116.31,251.67,84.6,35.95,26.81,108.18,96.85,59.38,30.44,43.78,72.08,60.12,17,53.48,53.52,43.91,543.76,35.28,88.9,50.19,54.38,330.54,97.57,96.64,97.3,78.2,62.43
2014/11/21,47.98,116.47,254.22,84.72,35.59,26.88,107.86,96.71,59.66,30.45,43.81,72.49,60.45,17.12,53.81,53.66,43.97,545.89,35.28,88.96,50.21,54.08,332.63,98.28,96.68,97.42,79.76,63.26
2014/11/24,47.59,118.625,254.62,84.99,36.25,27.03,106.88,96.9,59.25,30.22,44.32,72.93,60.96,17.18,54.1,54.4,44.37,547.48,34.7,90.58,49.5,55.015,335.64,98.4,97.17,97.95,80.52,63.64
2014/11/25,47.47,117.6,257.26,86.34,36.32,27.28,106.7,97.9,59.34,30.47,44.16,72.79,60.3,17.1,53.88,54.33,44.01,549.23,34.82,91.65,49.34,56.62,335.04,97.01,97,97.29,80.21,62.95
2014/11/26,47.75,119,257.26,86.56,36.9,27.425,107.21,98.11,59.75,31.1,44.25,73.48,60.34,17.11,54.28,54.13,44.38,547.73,35.13,91.92,50.04,56.86,333.57,97.7,96.22,97.8,79.7,62.86
2014/11/28,47.81,118.93,258.19,87.29,37.25,27.64,108.25,98.63,60.4,31.15,44.51,73.87,60.16,17.04,54.48,53.97,44.2,549.08,35.38,92.51,50.59,57.04,338.64,99.4,96.81,99.29,81.21,63.83
2014/12/1,48.62,115.07,258.15,87.46,37.17,27.59,108.03,99.06,60.52,31.26,44.32,73.87,60,16.79,53.82,53.35,43.62,539.65,35.06,92.7,50.03,56.6,326,98.88,95.78,97.69,80.85,63.16
2014/12/2,48.46,114.63,260.01,87.69,37.6,27.82,108.51,99.83,60.78,31.57,45.22,74.33,61.08,17.15,54.22,54.36,44.07,538.59,34.29,93.47,49.11,57.02,326.31,98.16,95.11,98.04,80.37,63.97
2014/12/3,48.08,115.93,261.6,88.32,37.43,27.95,107.72,100.8,60.58,31.75,45.68,74.84,61.54,17.29,54.39,55.21,44.32,536.97,34,93.11,48.79,57.14,316.5,98.59,95.5,98.5,80.47,64.3
2014/12/4,48.84,115.49,261.14,88.77,37.46,27.77,107.56,99.67,60.92,31.67,45.49,73.94,61.38,17.21,54.5,55.18,44.53,542.58,33.91,93.23,48.78,56.375,316.93,98.95,95.66,99.05,81.31,64.55
2014/12/5,48.42,115,263.35,89.08,37.67,27.5,108.51,100.33,61.49,31.99,45.3,75.04,62.7,17.68,55.03,56.08,45.13,528.08,33.94,93.76,48.61,56.34,312.63,99.64,96.31,99.33,83.57,64.86
2014/12/8,47.695,112.4,263.1,88.04,37.2,27.23,108.52,99.92,61.88,31.97,45.71,74.79,62.67,17.66,54.77,56.37,45.37,530.73,33.88,93.8,48.9,56.36,306.64,100.43,92.61,97.72,83.8,66.09
2014/12/9,47.59,114.12,264.14,87.84,36.89,27.42,108.05,101.02,60.01,31.95,45.44,74.72,62.45,17.56,54.83,55.85,45.21,536.11,32.89,92.94,46.92,56.19,312.5,99.64,91.36,97.03,83.03,65.84
2014/12/10,46.9,111.95,261.72,86.33,36.42,26.87,106.24,99.09,59.98,31.86,44.37,73.23,60.68,17.38,54.26,54.47,44.64,528.04,32.49,91.63,46.18,55.57,305.84,98.94,90,97.66,82.66,65.13
2014/12/11,47.17,111.62,263.12,87.69,36.7,26.99,106.72,99.73,59.34,31.65,44.46,73.77,61.14,17.47,54.43,54.51,44.7,532.11,32.71,91.75,46.36,55.895,307.36,100.27,90.97,96.93,83.12,65.76
2014/12/12,46.95,109.73,256.78,84.13,36.225,26.855,104.43,98.76,57.72,30.95,43.69,72.52,60.04,17.13,53.7,53.4,43.89,521.51,32.16,91.49,45.58,55.35,307.32,99.78,90.62,96.17,83.25,64.87
2014/12/15,46.67,108.225,256.7,84.61,35.92,26.68,103.96,98.27,56.95,30.86,43.46,71.99,59.16,16.85,53.19,52.79,43.45,515.84,32.25,90.9,45.42,54.94,306.07,100.05,88.46,95.43,80.89,65.32
2014/12/16,45.16,106.745,253.41,82.64,35.56,26.585,102.76,95.85,56.8,30.67,43.4,71.34,58.43,16.72,52.77,51.17,43.1,498.16,32.14,90.17,45.53,54.81,295.06,97.06,88.72,93.21,79.13,64.22
2014/12/17,45.74,109.41,259.08,84.73,36.24,26.81,104.07,99.14,57.63,31.12,44.26,72.67,59.77,17.26,53.79,52.45,43.92,506.45,32.67,91.38,46.44,55.335,298.88,98.94,91.65,94.5,80.435,65.95
2014/12/18,47.52,112.65,264.16,86.92,37.02,27.65,106.81,102.24,58.98,31.97,45.77,74.63,61.48,17.53,55.21,54.1,45.34,514.62,33.51,92.61,47.05,56.29,297.73,100.67,93.67,97.08,80.03,66.62
2014/12/19,47.66,111.78,261.67,86.44,36.37,27.77,105.55,102.49,59.58,31.94,46.05,74.62,61.93,17.62,54.45,54.01,45.2,520.04,33.54,92.89,47.02,57.17,299.9,101.93,93.22,94.84,79.44,66.9
2014/12/22,47.98,112.94,264.21,86.83,37.21,28.22,106.74,103.04,58.96,32.09,46.37,75.57,61.94,17.71,54.97,53.96,45.64,532.3,33.85,94.2,47.51,57.22,306.54,103.5,93.89,95.93,80.54,67.84
2014/12/23,48.45,112.54,265.26,87.63,37.43,28.25,104.28,102.85,57.21,31.45,45.72,73.77,62.48,17.93,55.47,54.42,45.91,538.77,34.03,94.69,47.67,57.9,306.285,103.76,94.22,95.97,81.43,67.94
2014/12/24,48.14,112.01,267.63,87.77,37.44,28.3,104.59,102.68,57.46,31.42,45.7,74.08,62.48,17.98,55.34,54.54,45.75,536.93,33.96,94.42,47.67,58.07,303.03,103.56,93.83,96.29,81.27,67.51
2014/12/26,47.88,113.99,266.62,87.77,37.55,28.35,105.06,102.55,57.78,31.65,45.85,73.61,62.55,17.98,55.28,54.43,45.74,541.52,34.17,95.03,47.86,58.385,309.09,103.75,94.78,96.83,81.83,67.5
2014/12/29,47.45,113.91,265.43,87.68,37.18,28.46,105.33,102.33,57.73,31.39,45.6,73.69,62.96,18.11,55.71,54.73,45.66,537.31,34.11,95.5,47.55,58.875,312.04,104.53,95.04,97.3,82.38,68.57
2014/12/30,47.02,112.52,264.55,86.97,36.76,28.36,105.36,102.85,57.65,31.38,45.69,73.07,63.15,18.13,55.42,54.84,45.56,535.28,34.08,94.7,47.33,58.87,310.3,104.27,94.25,96.88,81.79,68.55
2014/12/31,46.45,110.38,262.2,86.16,36.29,27.815,104.57,101.09,56.79,31.15,45.02,72.2,62.58,17.89,54.82,54.11,44.95,530.66,33.59,94.19,46.78,58.01,310.35,104.97,93.7,96.15,82.05,68.8
2015/1/2,46.76,109.33,265.02,85.68,36.36,27.61,104.52,100.78,57.19,31.33,44.9,71.88,62.49,17.9,54.7,54.26,44.83,529.55,33.87,93.75,46.96,57.35,308.52,103.43,93.26,95.03,81.44,67.7
2015/1/5,46.325,106.25,259.17,83.27,35.95,27.06,103.79,99.12,58.04,31.16,44.91,71.58,60.55,17.38,53.2,52.55,43.75,519.46,33.55,92.38,46.57,55.96,302.19,101.26,92.23,93.5,79.88,66.08
2015/1/6,45.65,106.26,257.5,83.09,35.28,27.05,103.28,98.92,60.32,31.42,44.4,71.22,58.98,16.86,52.09,50.7,43.17,506.64,33.6,91.89,47.04,55.23,295.29,100.95,92.4,92.95,79.23,66.23
2015/1/7,46.23,107.75,260.95,84.22,36.02,27.3,105.56,99.93,61.61,31.85,44.76,73,59.07,16.94,52.4,51.17,43.55,505.15,33.17,92.83,46.19,55.18,298.42,104.41,94.01,94.87,81.18,68.2
2015/1/8,47.59,111.89,264.45,85.53,36.69,27.51,106.39,104.7,62.85,32.5,45.68,74.75,60.39,17.29,53.56,51.94,43.87,506.91,33.5,93.79,47.18,56.38,300.46,106.72,94.36,97.06,82.49,69.64
2015/1/9,47.19,112.01,260.53,84.44,36.76,27.79,104.94,103.72,62.56,32.65,45.2,74.4,59.34,16.98,52.68,50.78,42.96,500.72,33.4,94.25,46.76,56.29,296.93,104.89,93.21,95.99,79.79,68.33
2015/1/12,46.6,109.25,260.02,83.36,36.6,28.05,104.58,102.55,62.3,32.77,45.58,74.47,58.83,16.68,52.05,50.38,42.56,497.06,33.49,94.46,47.08,56.17,291.41,104.42,93.01,95.86,80.23,67.85
2015/1/13,46.355,110.22,260.78,83.55,36.5,28.095,104.76,103.07,62.19,32.44,44.61,72.79,58.84,16.45,51.85,50.02,42.1,501.8,33.49,95.19,47.18,56.84,294.74,103.73,92.83,95.01,80.87,67.86
2015/1/14,45.955,109.8,255.56,83.46,36.35,27.92,104,103.33,62.64,32.48,44.28,71.77,56.81,16.04,51.25,49.05,41.34,505.93,33.33,94.23,46.97,55.82,293.27,102.64,91.54,93.71,80.42,67.39
2015/1/15,45.48,106.82,253.13,82.25,36.19,27.41,102.49,104.46,61.88,32.4,43.95,71.9,54.99,15.2,50.72,47.23,40.94,504.01,33.26,94.35,47.1,56,286.95,101.01,91.38,92.81,79.58,66.35
2015/1/16,46.24,105.99,254.95,83.8,36.45,27.68,104.04,105.77,63.03,32.8,44.49,72.76,55.93,15.38,51.64,47.61,41.52,510.455,33.8,95.18,47.99,56.77,290.74,104.12,91.49,92.99,80.61,67.99
