Date,MSFT.O,AAPL.O,V.N,MA.N,INTC.O,CSCO.O,JNJ.N,UNH.N,MRK.N,PFE.N,ABT.N,MDT.N,JPM.N,BAC.N,WFC.N,C.N,USB.N,GOOGL.O,T.N,DIS.N,VZ.N,CMCSA.O,AMZN.O,HD.N,MCD.N,NKE.N,SBUX.O,LOW.N
2017/11/13,83.93,173.97,111.4,149.69,45.75,33.95,139.76,212.66,55.1,35.3,55.3,79.2,97.86,26.4,53.72,71.99,51.68,1041.2,34.17,104.74,44.75,37.25,1129.17,165.35,167.37,55.91,56.64,77.53
2017/11/14,84.05,171.34,111.98,149.95,45.86,34.04,139.49,211.71,54.99,35.38,55.01,79.16,97.27,26.24,54.04,71.53,51.83,1041.64,33.72,103.17,44.22,36.86,1136.84,168.06,168.11,55.98,56.93,79.23
2017/11/15,82.98,169.08,110.25,148.33,45.46,34.11,139.1,209.86,54.8,35.36,54.83,78.68,98.19,26.79,53.75,71.73,52.01,1036.41,33.81,103.69,44.11,37.18,1126.69,165.47,167.32,56.63,56.7,78.37
2017/11/16,83.2,171.1,111.02,150.33,45.65,35.88,138.87,211.13,55.17,35.56,55.54,79.26,98.47,26.76,54.6,71.67,51.81,1048.47,34.52,103.6,44.77,37.07,1137.29,167.5,168.09,57.23,57.24,79.47
2017/11/17,82.4,170.15,109.82,149.02,44.63,35.9,138,209.9,55.2,35.37,55.56,79.49,98.14,26.62,54.15,71.33,51.88,1035.89,34.51,103.44,45.42,36.16,1129.88,167.74,166.72,59.19,56.93,80.22
2017/11/20,82.53,169.98,109.95,149.56,44.62,36.5,137.93,210.25,54.1,35.35,55.29,78.9,99.01,26.74,54.05,72.05,51.93,1034.66,34.64,102.75,46.2,35.83,1126.31,170.45,166.93,59.25,56.81,81.46
2017/11/21,83.72,173.14,111.45,152.51,44.94,36.65,138.34,212.6,54.27,35.54,56.12,82.66,98.93,26.73,54.52,72.38,51.89,1050.3,34.33,103,46.18,36.42,1139.49,172.86,168.3,59.39,57.26,80.59
2017/11/22,83.11,174.96,110.82,151.25,44.65,36.45,137.29,211.22,54.37,35.43,55.8,82.34,98.64,26.66,54.06,72.26,51.91,1051.92,34.87,102.74,47.1,36.41,1156.16,172.06,169.05,59.07,57.14,79.56
2017/11/24,83.26,174.97,111.97,152.74,44.75,36.49,138.01,212.51,54.35,35.49,56.13,83.25,98.32,26.59,54.09,72.02,51.83,1056.52,34.81,102.64,47.01,35.87,1186,172.33,169.11,59.32,56.8,79.24
2017/11/27,83.87,174.09,112.38,152.97,44.49,36.87,138.1,212.4,54.55,35.49,56.15,81.41,97.93,26.59,53.95,71.39,51.72,1072.01,34.68,102.79,47.66,35.55,1195.83,174.16,168.96,59.63,55.91,79.83
2017/11/28,84.88,173.07,113.36,154.19,44.73,37.73,140.02,216.14,54.93,35.85,56.02,82.46,101.36,27.64,55.57,73.7,53.02,1063.29,35.42,103.41,48.82,36.25,1193.6,176.57,171.34,59.58,56.66,81.68
2017/11/29,83.34,169.48,109.86,148.35,43.95,37.48,139.81,222.88,55.36,36.21,55.58,82.11,103.73,28.28,56.68,75.04,54.76,1037.38,36.48,105.24,49.9,37.19,1161.27,177.25,170.43,60.36,57.51,83.3
2017/11/30,84.17,171.85,112.59,150.47,44.84,37.3,139.33,228.17,55.27,36.26,56.37,82.13,104.52,28.17,56.47,75.5,55.15,1036.17,36.38,104.82,50.89,37.54,1176.75,179.82,171.97,60.42,57.82,83.37
2017/12/1,84.26,171.05,110.73,149.69,44.68,37.6,139.98,226.78,55.87,36.35,55.98,81.27,104.79,28.1,56.2,75.51,54.9,1025.07,36.5,105.25,51.25,38.43,1162.35,180.42,172.87,59.88,57.32,84.23
2017/12/4,81.08,169.8,107.43,143.43,44.49,37.72,139.01,221.42,56.22,36.06,54.71,79.87,106.95,29.06,57.39,77.1,55.63,1011.87,37.27,110.22,51.72,40.32,1133.95,184.9,170.65,60.1,58.76,88.04
2017/12/5,81.59,169.64,108.58,145.13,43.44,37.31,139.67,220.09,55.77,35.63,54.79,80.92,105.72,28.93,58.55,76.54,54.82,1019.6,36.55,107.22,50.92,39.52,1141.57,182.85,172.99,60.42,59.34,86.31
2017/12/6,82.78,169.01,109.74,147.42,43.45,37.41,141.06,219.94,54.35,35.56,54.66,81.5,104.93,28.64,58.57,75.44,54.59,1032.72,36.11,105.46,50.68,38.63,1152.35,180.8,173.48,59.72,59.28,82.4
2017/12/7,82.49,169.32,111.4,149.45,43.08,37.4,140.01,220.15,54.77,35.5,54.69,80.57,104.62,28.78,59.36,74.98,54.9,1044.57,36.17,105.26,50.42,37.89,1159.79,182,172.91,60.6,59.14,83.63
2017/12/8,84.16,169.37,112.6,149.89,43.35,37.61,140.59,223.91,55.57,35.74,54.64,81.07,105.93,29.05,59.31,75.71,55.36,1049.38,36.73,104.23,51.09,37.95,1162,183.41,173.15,61.3,58.61,85.6
2017/12/11,85.23,172.67,112.37,150.88,43.66,37.96,141.14,222.77,56.34,36.21,54.94,81.27,105.62,28.94,58.87,75.85,55.27,1051.97,36.9,106.83,51.84,38.44,1168.92,182.25,173.25,61.91,59.07,85.54
2017/12/12,85.58,171.7,113.46,152.5,43.33,37.91,142.6,222.49,57.07,36.58,55.7,82,106.85,29.32,60.33,76.15,55.5,1048.77,38.1,107.43,53.19,39.51,1165.08,181.8,172.23,62.17,59.27,84.99
2017/12/13,85.35,172.27,113.31,151.69,43.34,38.15,142.89,224.35,56.91,36.64,55.06,81.92,105.51,28.84,59.4,75.14,54.6,1051.39,38.04,107.61,52.89,38.58,1164.13,183.03,173.55,64.3,59.49,85.6
2017/12/14,84.69,172.22,112.92,151.93,43.26,37.9,141.65,221.25,56.01,36.46,54.73,81.83,104.66,28.73,59.22,73.92,54.15,1057.47,37.74,110.57,52.34,39.12,1174.26,182.13,173.14,64.53,59.7,85.58
2017/12/15,86.85,173.97,113.82,153.4,44.56,38.19,142.46,221.82,56.24,37.2,55.5,83.5,106.14,29.04,59.87,74.77,54.5,1072,38.24,111.27,52.67,39.71,1179.14,182.58,174.06,64.79,58.29,86.69
2017/12/18,86.38,176.42,113.55,153.12,46.26,38.48,141.8,222.67,56.22,37.13,56.4,83.43,106.96,29.48,60.92,75.67,54.78,1085.09,38.46,111.03,53.25,39.54,1190.58,184.73,174.2,64.81,58.03,87.44
2017/12/19,85.83,174.54,112.14,151.68,47.04,38.3,141.78,222.04,56.23,36.94,56.8,82.04,106.51,29.45,60.36,74.7,54.56,1079.78,38.05,111.81,52.83,39.14,1187.38,185.98,173.39,64.24,58.01,88.86
2017/12/20,85.52,174.35,112.12,151.45,47.56,38.74,141.16,222.38,56.11,36.46,57.02,81.38,106.14,29.48,60.14,74.66,54.26,1073.56,38.55,109.69,52.77,39.38,1177.62,187.31,172.17,63.59,57.73,90.19
2017/12/21,85.5,175.01,112.41,150.53,46.76,38.53,141.06,221.69,56.6,36.24,56.93,81.48,107.83,29.82,61.61,75.82,54.53,1070.85,38.88,109.57,53.01,40.81,1174.76,188.08,171.85,64.77,57.58,90.73
2017/12/22,85.51,175.01,112.69,150.85,46.7,38.55,140.12,220,56.36,36.14,56.93,81.54,107.45,29.88,61.55,75.49,54.46,1068.86,38.94,108.67,53.19,40.78,1168.36,188.13,171.42,63.29,57.3,91.19
2017/12/26,85.4,170.57,112.99,151.28,46.08,38.48,140.09,219.6,56.34,36.21,57,81.47,107.02,29.78,61.13,74.78,54.01,1065.85,39.06,108.12,53.22,40.82,1176.76,190.36,171.29,63.65,57.14,91.89
2017/12/27,85.71,170.6,114.02,151.4,46.11,38.56,140.57,220.42,56.34,36.33,57.47,81.76,107.22,29.73,60.95,74.89,54.07,1060.2,38.89,107.64,53.28,40.41,1182.26,190.19,172.67,62.95,57.27,92.11
2017/12/28,85.72,171.08,114.35,151.77,46.22,38.59,140.56,222.77,56.6,36.37,57.46,81.34,107.79,29.8,61.3,75.08,53.95,1055.95,39.18,107.77,53.43,40.29,1186.1,189.78,173.1,62.95,57.81,92.86
2017/12/29,85.54,169.23,114.02,151.36,46.16,38.3,139.72,220.46,56.27,36.22,57.07,80.75,106.94,29.52,60.67,74.41,53.58,1053.4,38.88,107.51,52.93,40.05,1169.47,189.53,172.12,62.55,57.43,92.94
2018/1/2,85.95,172.26,114.51,151.91,46.85,38.86,139.23,221.16,56.22,36.44,58.79,82.21,107.95,29.9,61.09,74.36,54.03,1073.21,38.54,111.8,53.53,41.07,1189.01,188.03,173.22,63.49,57.63,91.62
2018/1/3,86.35,172.23,115.65,153.82,45.26,39.17,140.56,223.48,56.14,36.71,58.92,83.92,108.06,29.8,61.56,74.59,54.56,1091.52,37.65,112.28,52.43,40.41,1204.2,189.01,172.49,63.48,58.71,92.02
2018/1/4,87.11,173.03,116.08,155.81,44.43,38.99,140.55,224.45,57.05,36.79,58.82,84.12,109.04,30.19,62.33,75.51,54.98,1095.76,38,112.23,52.6,40.67,1209.59,190.51,173.7,63.44,58.93,92.74
2018/1/5,88.19,175,118.86,159.04,44.74,39.53,141.71,228.73,56.99,36.86,58.99,85.54,108.34,30.33,62.75,75.41,55.32,1110.29,38.14,111.62,52.48,41.04,1229.14,192.5,174.05,63.98,59.61,94.74
2018/1/8,88.28,174.35,119.34,159.27,44.74,39.94,141.89,224.76,56.66,36.45,58.82,85.51,108.5,30.12,62.04,74.53,55.4,1114.21,38.25,110.02,52.39,40.48,1246.87,192.04,173.93,64.55,59.31,93.71
2018/1/9,88.22,174.33,119.11,159.5,43.62,39.69,144.14,225.88,56.8,36.41,58.92,85.88,109.05,30.27,62.26,75.31,55.78,1112.79,37.49,109.94,51.61,40.61,1252.7,193.1,173.54,64.09,59.18,94.55
2018/1/10,87.82,174.29,118.98,159.86,42.5,39.91,143.97,224.2,57.3,36.47,58.83,85.49,110.25,30.55,63.12,75.65,56.2,1110.14,36.62,109.47,51.69,41.09,1254.33,191.8,173.51,64.22,59.82,94.17
2018/1/11,88.08,175.28,119.84,160.92,43.41,40.1,144.79,225.39,57.6,36.56,58.95,85.73,110.84,30.66,63.01,75.56,56.68,1112.05,36.48,110.99,52.11,42.6,1276.68,194.68,173.39,64.29,60,95.74
2018/1/12,89.6,177.09,120.09,162.33,43.24,40.87,145.76,228.64,58.66,36.54,58.84,85.45,112.67,31.19,62.55,76.84,56.98,1130.65,36.9,112.47,51.86,42.44,1305.2,196.42,173.57,64.67,60.4,100.86
2018/1/16,88.35,176.19,120.39,162.29,43.14,40.54,146.86,232.9,62.07,36.6,58.44,85.32,112.27,31.24,62.5,77.11,57.17,1130.7,36.72,110.69,51.66,41.82,1304.86,196.31,173.68,63.42,60.56,100.97
2018/1/17,90.14,179.1,121.98,164.32,44.39,41.2,146.98,238.43,62.03,37.18,58.99,86.11,112.99,31.18,63.88,77.47,56.34,1139.1,36.85,111.97,51.72,41.68,1295,199.82,174.98,63.81,60.66,101.68
2018/1/18,90.1,179.26,123.11,165.48,44.48,41.3,146.92,243.16,61.13,36.99,59.07,87.26,113.26,31.48,63.95,77.39,56.15,1135.97,37.15,110.42,51.55,41.85,1293.32,198.33,174.57,64.11,61.09,101.36
2018/1/19,90,178.46,122.7,166.83,44.82,41.29,147.36,243.35,61.28,36.94,59.31,86.68,113.01,31.72,64.22,78.3,56.46,1143.5,37.21,110.59,51.91,42.5,1294.58,201.33,176.12,67.21,61.26,104.95
2018/1/22,91.61,177,124.33,168.28,45.75,41.66,148.14,243.56,61.25,36.93,59.57,86.05,114.33,31.94,64.73,78.59,57.26,1164.16,37.87,111.1,53.46,42.89,1327.31,204.46,176.21,66.39,61.41,107.11
2018/1/23,91.9,177.04,124.65,167.19,46.06,42.1,141.83,245.21,61.7,36.82,59.23,85.23,114.21,31.92,64.49,78.55,57.18,1176.17,37.19,110.41,53.23,42.44,1362.54,204.9,176.81,67.14,61.69,107.11
2018/1/24,91.82,174.22,124.55,167.01,45.51,42.17,142.07,244.85,61.18,36.93,61.72,85.76,115.67,32.09,65.48,79.45,57.75,1171.29,37.02,110.5,54.22,42.99,1357.51,206.22,176.12,68,60.83,106.72
2018/1/25,92.33,171.11,125.22,168.59,45.3,41.9,144.4,245.18,61.3,37.23,63.22,86.82,115.7,32.09,65.65,79.44,57.98,1182.14,37.45,110.55,54.29,42.14,1377.95,205.37,175.66,67.71,60.55,106.38
2018/1/26,94.06,171.51,126.32,170.34,50.08,42.56,145.33,248.47,62.04,39.01,63.42,87.12,116.32,32.2,65.93,80.08,58.11,1187.56,37.82,112.19,54.72,42.8,1402.05,207.23,178.36,68.04,57.99,107.4
2018/1/29,93.92,167.96,124.84,168.55,49.98,42.85,143.68,247.41,61.63,39.02,63.31,86.72,116.2,32.28,65.82,79.96,57.99,1186.48,37.26,111.54,54.13,41.98,1417.68,204.92,177.77,67.58,57.02,106.84
2018/1/30,92.74,166.97,123.55,167.19,48.79,42.25,142.43,236.65,60.65,37.8,62.44,85.96,115.11,31.88,65.28,78.62,57.4,1177.37,37.44,110.11,53.9,42.34,1437.82,201.81,172.48,67.33,57.19,105.18
2018/1/31,95.01,167.43,124.23,169,48.14,41.54,138.19,236.78,59.25,37.04,62.16,85.89,115.67,32,65.78,78.48,57.14,1182.22,37.45,108.67,54.07,42.53,1450.89,200.9,171.14,68.22,56.81,104.73
2018/2/1,94.26,167.78,125.72,172.93,47.65,41.7,140.02,235.22,59.86,36.83,62.18,84.98,116.87,32.5,65.51,79.2,57.46,1181.59,39.16,110.49,54.3,41.89,1390,199.9,171.9,67.65,56,103.86
2018/2/2,91.78,160.5,120.91,170.55,46.15,40.93,137.68,231.88,58.56,36.61,61.69,84.45,114.28,31.95,64.07,77.02,56.9,1119.2,38.07,108.7,52.98,41.11,1429.95,193.97,169.38,67.22,55.77,101.5
2018/2/5,88,156.49,116.27,164.59,44.52,38.78,130.39,220.02,56.4,34.67,58.73,81.42,108.8,30.26,58.16,73.27,54.62,1062.39,36.63,104.7,50.5,39.2,1390,183.11,163.85,64.39,54.69,97.58
2018/2/6,91.33,163.03,119.97,169.28,44.91,40.17,131.83,225.18,55.46,35.28,58.86,81.67,112.11,31.2,57.28,74.82,54.62,1084.43,36.83,106.17,50.83,39.67,1442.84,191.04,165.18,65.22,55.61,100.22
2018/2/7,89.61,159.54,119.65,168.73,45.2,40.34,131.42,225.82,55.88,34.98,58.67,81.35,112.87,31.25,57.54,74.99,54.8,1055.41,36.93,104.76,51.01,40.15,1416.78,191.29,165.71,65.63,54.46,99.92
2018/2/8,85.01,155.15,113.86,160.62,42.75,38.77,126.36,216.46,54.73,33.63,56.27,78.38,107.88,29.74,55.4,71.87,52.65,1007.71,35.57,101.35,49.04,38.19,1350.5,181.22,158.97,62.49,53.77,95.01
2018/2/9,88.18,156.41,116.32,165.2,43.95,39.53,129.53,220.96,54.87,34.16,57.17,79.48,110.04,30.33,56.13,73.68,53.75,1046.27,36.05,103.09,49.88,38.57,1339.6,184.12,160.8,65.49,54.58,97.17
2018/2/12,89.13,162.71,118.47,168.19,44.83,40.6,130.27,225.69,55.43,34.66,57.41,80.24,111.74,31.12,56.5,74.76,53.97,1054.56,36.37,103.39,50.11,38.54,1386.23,184.06,163.9,65.98,55.38,97.78
2018/2/13,89.83,164.34,118.35,170.12,44.46,41.23,129.96,226.64,54.9,34.94,57.64,80.22,112.43,31.18,58,75.18,54.14,1054.14,36.6,104.12,50.08,38.96,1414.51,183.72,162.4,65.87,55.67,96.06
2018/2/14,90.81,167.37,120.83,172.52,45.38,42.09,129.67,228.78,54.9,35.19,58.28,81.86,115.03,32,59.55,76.71,55.31,1072.7,36.41,104.6,49.51,39.43,1451.05,184.69,159.99,67.96,55.99,96.93
2018/2/15,92.66,172.99,122.28,174.69,45.92,44.08,131.23,226.02,55.99,35.71,59.5,82.94,115.51,32.21,60.02,77.08,55.1,1091.36,37,105.18,49.74,40.08,1461.76,185.27,160.78,68.29,56.58,96.51
2018/2/16,92,172.43,121.85,175.65,45.56,44.33,133.15,229.37,56.29,36.26,60.17,83.31,114.68,31.97,59.95,76.82,55.61,1095.5,37.14,106.53,50.15,39.79,1448.69,186.97,157.79,68.3,56.48,96.31
2018/2/20,92.72,171.85,122.01,175.35,46.32,44.06,130.87,226.66,54.98,36.01,59.12,81.61,114.71,31.93,59.95,76.46,54.91,1103.59,36.77,105.98,48.92,39.47,1468.35,186.71,157.16,67.49,55.97,95.65
2018/2/21,91.49,171.07,120.43,172.32,45.94,43.31,129.91,225.13,54.55,35.76,58.99,80.72,115.19,31.87,59.73,77,55.1,1113.75,36.31,105.05,47.96,39.01,1482.92,183.06,158.64,67.05,56.1,95.34
2018/2/22,91.73,172.5,120.38,172.95,45.8,42.94,129.91,227.09,54.57,35.74,58.99,80.41,114.98,31.69,58.81,76.27,54.27,1109.9,36.47,105.24,47.87,38.8,1485.34,185.47,160.66,67.13,55.4,96.89
2018/2/23,94.06,175.5,122.93,175.76,47.73,44,132.02,230.16,54.87,36.26,59.71,80.39,117.31,32.03,59.17,77.08,55.49,1128.09,36.72,107.25,48.29,39.5,1500,188.35,163.06,68.16,56.14,97.49
2018/2/26,95.42,178.97,124.59,177.87,49.11,45.36,132.07,234.06,56.06,37.09,60.53,82.42,118.77,32.42,59.97,77.65,55.84,1143.7,37.46,109.81,49.09,39.58,1521.95,188.46,163.58,69.65,57.17,97.51
2018/2/27,94.2,178.39,123.37,175.93,49.91,45.04,131.67,232.52,54.72,36.8,60.55,81.24,117.36,32.33,59.21,76.38,55.01,1117.51,36.87,104.87,48.04,36.66,1511.98,184.98,160.66,68.03,56.57,95.79
2018/2/28,93.77,178.12,122.94,175.76,49.29,44.78,129.88,226.16,54.22,36.31,60.33,79.89,115.5,32.1,58.41,75.49,54.36,1103.92,36.3,103.16,47.74,36.21,1512.45,182.27,157.74,67.03,57.1,89.59
2018/3/1,92.85,175,120.4,173.49,47.84,43.8,127.28,224.45,53.7,35.63,58.79,78.3,113.43,31.48,57.31,73.66,53.17,1071.41,36,102.57,47.96,36.54,1493.45,179.64,155.7,66.32,56.17,87.96
2018/3/2,93.05,176.21,120.77,175.02,48.98,44.06,128.82,225.19,54.36,35.95,59.46,78.33,113.32,31.63,57.41,73.68,53.41,1084.14,36.35,102.99,48.26,36.49,1500.25,178.46,148.27,65.89,56.93,85.34
2018/3/5,93.64,176.82,121.88,178.53,49.75,44.52,129.79,228.38,54.4,36.12,60.37,79.74,115.06,32.13,57.59,74.42,53.97,1094.76,36.7,103.41,48.71,36.78,1523.61,181.74,151.03,65.05,56.99,86.33
2018/3/6,93.32,176.67,121.06,177.53,50.71,44.29,128.22,226.18,54.3,35.88,60.88,80.41,115.16,32.11,57.07,74.06,54.17,1100.9,36.87,104.94,48.89,36.87,1537.64,181.64,151.2,65.24,57.03,87.12
2018/3/7,93.86,175.03,121.85,179.21,51.32,44.2,129.04,227.27,54.47,35.93,61.29,81.13,114.73,32.18,56.6,73.92,53.66,1115.04,36.91,103.59,48.84,36.12,1545,178.58,152.38,64.17,57.03,86.11
2018/3/8,94.43,176.94,122.22,179.25,50.74,44.34,132.06,224.73,54.76,36.5,61.87,82.21,114.74,32.2,56.72,74.11,53.94,1129.38,37.11,104.03,49.01,36.88,1551.86,177.94,154.44,65.11,57.47,86.16
2018/3/9,96.54,179.98,124.51,183.24,52.19,45.37,133.8,225.43,55.14,36.77,63.6,83.15,118.04,32.72,58.23,76.11,55.28,1160.84,37.05,104.73,49.01,37.13,1578.89,182.16,157.24,66.3,58.46,87.28
2018/3/12,96.77,181.72,124.24,182.54,51.52,45.55,132.63,222.77,55.36,36.61,63.62,83.3,117.66,32.84,58.02,76.02,55.01,1165.93,37.36,105.17,48.8,36.96,1598.39,179.71,157.74,66.82,59.4,87.68
2018/3/13,94.41,179.97,123.2,181.01,51.78,45.16,134.35,226.94,55.37,36.75,63.2,83.47,116.25,32.36,57.56,74.91,54.15,1139.91,37.39,103.73,48.65,36.43,1588.18,178.35,158.22,66.17,59.05,86.14
2018/3/14,93.85,178.44,122.58,180.12,51.86,45.28,132.32,225.38,54.8,36.35,62.86,82.3,114.95,32.14,56.63,73.47,53.27,1148.89,37.03,103.9,48.45,36.02,1591,177.41,158.24,66.2,58.83,86.38
2018/3/15,94.18,178.65,123.41,180.95,50.88,45.33,133.06,229.48,55.25,36.58,62.59,82.03,115.24,32.1,56.83,73.34,53.36,1150.61,37.04,103.24,48.29,36.15,1582.32,178.07,161.61,66.39,59.37,85.54
2018/3/16,94.6,178.02,124.53,182.55,51.17,45.01,133.68,227.86,55.67,36.78,63.18,81.29,115.44,32.17,55.9,73.47,53.26,1134.42,37,102.87,48.56,35.83,1571.68,178.96,162.36,65.91,59,87
2018/3/19,92.89,175.3,123.21,180.58,50.83,44.27,130.24,225.05,54.63,36.33,62.26,80.13,114.53,31.98,55.48,72.7,52.8,1100.07,36.58,101.48,48.31,35.3,1544.93,177.1,159.01,65.71,58.3,85.79
2018/3/20,93.13,175.24,124.91,182.51,51.55,44.37,131.21,226.78,54.64,36.33,62.65,79.9,114.64,31.98,54.9,72.92,52.6,1095.8,36.34,101.35,47.69,34.57,1586.51,178.16,159.38,66.8,58.66,85.73
2018/3/21,92.48,171.27,123.22,180.75,51.56,44.31,131.19,222.82,54.69,36.27,62.42,80.04,114.74,31.87,54.79,73.32,52.55,1094,36,101.82,47.28,34.49,1581.86,178.02,158.66,66.35,58.47,87.25
2018/3/22,89.79,168.85,119.99,175.52,50.83,43.07,127.38,215.21,54.12,35.6,60.93,78.14,109.95,30.55,52.53,70.31,50.65,1053.15,35.37,100.6,46.88,33.23,1544.92,175.29,157.04,64.42,57.77,85.7
2018/3/23,87.18,164.94,117,171.83,49.36,42.42,125.1,212.55,53.41,34.49,59.5,76.55,107.01,29.17,50.98,67.9,49.25,1026.55,34.7,98.54,46.29,33.17,1495.56,171.8,154.98,64.63,56.31,83.77
2018/3/26,93.78,172.77,120.64,177.17,52.48,44.06,127.39,219.07,54.04,35.04,61.07,78.46,110.31,30.44,52.29,69.78,51.29,1054.09,34.69,100.65,47.07,33.54,1555.86,176.38,158.01,65.9,57.8,89.3
2018/3/27,89.47,168.34,117.4,172.52,51.19,42.68,127.21,217.96,53.75,35.01,60.28,78.16,108.17,29.52,51.1,68.28,49.86,1006.94,34.9,99.36,47.31,32.99,1497.05,174.68,157.48,66.17,57.46,85.96
2018/3/28,89.39,166.48,116.99,170.35,49.6,41.66,127.45,218.5,55.09,35.3,59.23,78.46,108,29.39,51.48,68.26,50.07,1005.18,35.56,98.54,48,33.28,1431.42,174.76,158.41,65.44,57.9,85.88
2018/3/29,91.27,167.78,119.62,175.16,52.08,42.89,128.15,214,54.47,35.49,59.92,80.22,109.97,29.99,52.41,67.5,50.5,1037.14,35.65,100.44,47.82,34.17,1447.34,178.24,156.38,66.44,57.89,87.75
2018/4/2,88.52,166.68,118.39,171.6,48.92,41.01,124.56,217.2,53.27,35.05,58.21,77.48,107.85,29.31,51.35,67.71,49.68,1012.63,35.1,98.66,47.16,33.52,1371.99,172.9,157.72,64.12,56.24,84.59
2018/4/3,89.71,168.39,119.2,172.47,49.75,41.38,128.35,224.58,54.09,35.68,59,78.35,109.33,29.59,52.08,68.48,50.27,1018.68,35.37,99.42,47.5,33.47,1392.05,173.76,160.4,66.7,58,85.45
2018/4/4,92.33,171.61,119.81,173.69,49.99,41.2,130.41,228.79,54.54,36.13,59.46,78.72,110.99,29.88,52.91,69.31,50.68,1029.71,35.88,100.95,47.93,34.31,1410.57,177.44,161.73,68.42,58.83,88.06
2018/4/5,92.38,172.8,121.19,175.8,50.38,41.82,130.71,229.07,54.53,35.73,59.86,79.7,111.88,30.32,53.26,70.22,51.08,1032.64,36.14,102.11,48.24,34.6,1451.75,179.13,163.95,69.59,59.14,88.75
2018/4/6,90.23,168.38,117.7,169.7,48.79,40.73,128.1,223.96,53.36,35.17,57.57,77.64,109.09,29.63,52.23,68.6,50.28,1009.95,35.63,100.35,47.48,34.12,1405.23,174.45,161.25,67.55,58.34,88.24
2018/4/9,90.77,170.05,118.79,170.34,49.55,41.17,129.48,222.73,56.16,35.46,58.22,78.46,110.4,29.87,52.25,69.44,50.59,1020.09,35.17,99.7,46.92,33.95,1406.08,172.51,161.23,67.18,58.7,85.24
2018/4/10,92.88,173.25,120.72,174.72,51.27,42.51,130.25,226.79,56.49,35.95,59.14,79.29,112.51,30.48,52.62,70.51,51.08,1036.5,35.81,101.37,48.27,33.86,1436.22,173.49,162.77,67,59.41,87.14
2018/4/11,91.86,172.44,119.78,172.36,51.1,42.43,129.63,221.9,56.2,35.79,58.45,78.59,110.62,29.9,51.93,69.89,50.55,1025.06,35.25,100.8,47.58,33.56,1427.05,172.86,163.34,66.83,59.42,86.65
2018/4/12,93.58,174.14,121.07,174.8,52.72,43.34,130.43,224.24,56.74,36.32,58.83,79.84,113.37,30.65,52.7,72.13,51.24,1037.29,35.16,100.39,47.74,33.13,1448.5,173.36,161.62,67.77,59.43,87.04
2018/4/13,93.08,174.73,120.75,174.27,51.86,43,130.62,224.28,57.17,36.32,58.49,79.57,110.3,29.8,50.89,71.01,50.95,1036.04,35.14,100.35,47.66,33.02,1430.79,172.8,161.73,67.25,59.24,86.23
2018/4/16,94.17,175.82,121.88,173.87,52.4,43.3,131.76,230.32,58.65,36.53,59.27,80.6,110.21,29.93,50.8,70.07,51.41,1046.1,35.64,100.24,48.39,33.53,1441.5,174.43,161.63,67.06,59.43,86.06
2018/4/17,96.07,178.24,123.8,178.34,53.54,44.59,130.54,238.55,59.27,36.33,59.8,80.63,110.21,30.04,50.57,69.74,51.02,1079.36,35.36,102.17,48.85,33.27,1503.83,174.91,162.55,67.51,59.83,86.16
2018/4/18,96.44,177.84,124.48,179.46,53.61,44.63,127.72,236.4,58.92,36.49,59.52,80.19,109.32,29.53,50.39,68.98,50,1075.39,35.21,101.21,48.62,33.27,1527.84,179.85,161.81,66.2,59.5,86.41
2018/4/19,96.11,172.8,123.96,179.01,52.22,44.56,127.55,235.76,58.64,36.53,59.88,80,111.72,30.18,51.54,70.28,50.7,1089.45,34.82,100.89,48.43,33.48,1556.91,177.08,159.53,65.73,59.22,84.88
2018/4/20,95,165.72,124.2,177.08,51.53,44.09,126.66,235.06,58.83,36.63,59.19,79.9,111.47,30.26,52.56,70,50.43,1077.32,34.67,100.24,47.9,33.21,1527.49,177.01,158.77,66.09,58,83.62
2018/4/23,95.35,165.24,124.46,175.43,51.1,44.25,126.83,234.34,60.25,36.8,58.84,80.02,110.93,30.32,52.61,69.48,50.54,1073.81,34.89,100.15,48.66,33.87,1517.86,177.66,158.99,66.88,58.16,84.35
2018/4/24,93.12,162.94,121.27,173.24,51.45,43.74,126.19,234.22,60.09,37.06,58.31,79.37,110.41,30.19,52.51,69.12,50.42,1022.64,35,99.46,49.67,33.35,1460.09,176.26,157.32,66.97,57.81,82.91
2018/4/25,92.31,163.65,121.21,172.47,51.38,43.71,126.76,234.9,59.63,36.68,58.65,79.46,109.99,30.14,53.11,69.36,50.79,1022.99,35.2,101.15,50.1,34.26,1460.17,177.39,155.94,66.67,57.71,81.48
2018/4/26,94.26,164.22,127.08,178.16,53.05,44.21,128.01,237.03,59.41,36.85,59.5,80.59,110.1,30.07,52.44,69.18,50.78,1043.31,33.1,99.84,49.76,33.33,1517.96,185.72,158.9,68.05,59.38,83.28
2018/4/27,95.82,162.32,126.01,175.94,52.73,44.71,128.27,240.18,59.47,37,59.56,81.29,109.4,30.15,52.36,68.99,51.25,1031.45,33.04,99.23,51.57,31.81,1572.62,186.46,158.3,69.56,58.36,84
2018/4/30,93.52,165.26,126.88,178.27,51.62,44.29,126.49,236.4,58.87,36.61,58.13,80.13,108.78,29.92,51.96,68.27,50.45,1018.58,32.7,100.33,49.35,31.39,1566.13,184.8,167.44,68.39,57.57,82.43
